1.81084e-05,-1.35013e-06
1.45391e-05,1.07026e-05
4.19744e-06,1.73019e-05
-7.38987e-06,1.5599e-05
-1.44847e-05,7.40862e-06
-1.45536e-05,-2.17807e-06
-9.46897e-06,-8.28197e-06
-3.64387e-06,-9.34018e-06
-5.33837e-07,-7.59721e-06
-1.70426e-07,-6.70017e-06
3.94318e-07,-8.35936e-06
4.15447e-06,-1.07542e-05
1.11199e-05,-9.97475e-06
1.76469e-05,-3.39041e-06
1.8785e-05,7.6926e-06
1.22051e-05,1.78848e-05
1.26668e-05,-1.56641e-05
1.89797e-05,1.45826e-06
9.35204e-06,1.75095e-05
-1.01764e-05,2.01448e-05
-2.56812e-05,5.77986e-06
-2.48984e-05,-1.69934e-05
-6.2844e-06,-3.27303e-05
1.92004e-05,-2.98044e-05
3.52631e-05,-8.79434e-06
3.14311e-05,1.75949e-05
1.02108e-05,3.31261e-05
-1.48355e-05,2.89675e-05
-2.85175e-05,9.20818e-06
-2.40486e-05,-1.26787e-05
-6.69335e-06,-2.34252e-05
1.05726e-05,-1.85385e-05
2.21228e-05,1.89602e-05
5.7181e-06,3.17016e-05
-1.72366e-05,3.04887e-05
-3.50755e-05,1.29121e-05
-3.65914e-05,-1.39061e-05
-1.85085e-05,-3.57909e-05
1.08868e-05,-3.94333e-05
3.53691e-05,-2.11096e-05
4.02175e-05,9.82496e-06
2.1658e-05,3.57271e-05
-1.01381e-05,4.12117e-05
-3.68783e-05,2.27224e-05
-4.32085e-05,-9.21331e-06
-2.58518e-05,-3.65082e-05
4.96021e-06,-4.44381e-05
3.25148e-05,-2.95403e-05
6.82389e-06,5.33045e-06
2.19233e-06,1.34015e-05
-8.79555e-06,1.61991e-05
-2.07558e-05,9.86039e-06
-2.66259e-05,-4.71769e-06
-2.14033e-05,-2.16904e-05
-5.24739e-06,-3.27439e-05
1.58054e-05,-3.12772e-05
3.22715e-05,-1.62204e-05
3.58404e-05,6.69972e-06
2.38649e-05,2.72516e-05
1.21123e-06,3.56078e-05
-2.17173e-05,2.7377e-05
-3.39124e-05,6.08912e-06
-2.91779e-05,-1.82201e-05
-9.25143e-06,-3.40824e-05
1.50816e-06,-3.26843e-05
2.57473e-05,-2.39748e-05
3.84759e-05,4.06082e-07
3.07989e-05,2.87953e-05
4.35188e-06,4.55072e-05
-2.80597e-05,3.97187e-05
-4.88822e-05,1.2662e-05
-4.60414e-05,-2.20126e-05
-2.05819e-05,-4.57227e-05
1.35478e-05,-4.59514e-05
3.77675e-05,-2.37183e-05
3.99631e-05,7.36309e-06
2.12651e-05,2.97181e-05
-5.61747e-06,3.23562e-05
-2.49034e-05,1.65767e-05
-2.75364e-05,-6.07439e-06
-2.6153e-05,-2.90847e-05
5.06449e-06,-4.00656e-05
3.54041e-05,-2.40958e-05
4.49185e-05,1.0356e-05
2.58384e-05,4.23988e-05
-1.17926e-05,5.15757e-05
-4.58991e-05,3.09605e-05
-5.60845e-05,-8.21188e-06
-3.63107e-05,-4.35401e-05
1.72924e-06,-5.53922e-05
3.64374e-05,-3.85504e-05
4.9707e-05,-4.24478e-06
3.69801e-05,2.79213e-05
8.06881e-06,4.20256e-05
-2.04672e-05,3.38929e-05
-3.49e-05,1.11739e-05
-6.27395e-06,1.00689e-05
-7.18737e-06,1.32437e-06
-1.6931e-06,-3.37073e-06
4.44417e-06,-1.06946e-06
5.4795e-06,5.74125e-06
-2.33058e-07,1.11152e-05
-9.09024e-06,1.00282e-05
-1.48462e-05,2.0788e-06
-1.31192e-05,-8.13833e-06
-4.55264e-06,-1.42445e-05
5.62348e-06,-1.25308e-05
1.12416e-05,-4.44435e-06
9.35914e-06,4.58148e-06
1.99016e-06,8.9479e-06
-5.62127e-06,6.53287e-06
-8.82169e-06,-7.43046e-07
-3.84812e-06,3.91989e-05
-2.76804e-05,2.58149e-05
-3.54457e-05,8.17589e-08
-2.31197e-05,-2.28266e-05
8.70339e-07,-2.9439e-05
2.09089e-05,-1.68669e-05
2.45505e-05,5.30687e-06
1.07837e-05,2.17061e-05
-9.69363e-06,2.17806e-05
-2.23526e-05,6.80925e-06
-1.91106e-05,-1.16297e-05
-3.61544e-06,-2.03737e-05
1.20375e-05,-1.40856e-05
1.6428e-05,1.39962e-06
6.95158e-06,1.38607e-05
-8.96958e-06,1.41183e-05
-8.47345e-06,7.96594e-08
-8.95788e-06,-1.0415e-05
9.90424e-07,-1.99377e-05
1.84527e-05,-1.91754e-05
3.30129e-05,-3.55169e-06
3.28135e-05,2.15815e-05
1.32474e-05,4.23877e-05
-1.80939e-05,4.47628e-05
-4.45895e-05,2.41111e-05
-5.05474e-05,-1.03392e-05
-3.14464e-05,-4.02851e-05
2.66817e-06,-4.94051e-05
3.31548e-05,-3.33889e-05
4.41412e-05,-2.25343e-06
3.17009e-05,2.63429e-05
5.4828e-06,3.79028e-05
-7.20864e-06,1.29614e-05
-1.28867e-05,2.78107e-06
-9.10682e-06,-7.98621e-06
1.67892e-06,-1.21539e-05
1.2403e-05,-6.35395e-06
1.54153e-05,6.58242e-06
7.22776e-06,1.8836e-05
-8.87906e-06,2.19892e-05
-2.41782e-05,1.21879e-05
-2.92535e-05,-7.04939e-06
-1.95152e-05,-2.62356e-05
1.79136e-06,-3.48817e-05
2.48806e-05,-2.7222e-05
3.83012e-05,-5.48948e-06
3.46722e-05,2.09502e-05
1.40401e-05,3.96627e-05
2.77846e-05,1.37825e-05
1.06746e-05,2.56585e-05
-9.23854e-06,2.27638e-05
-2.08981e-05,6.94993e-06
-1.72102e-05,-1.2314e-05
1.15484e-07,-2.26913e-05
2.05886e-05,-1.63757e-05
3.06931e-05,4.46063e-06
2.22362e-05,2.8123e-05
-2.03624e-06,4.00601e-05
-2.94759e-05,3.17721e-05
-4.48492e-05,6.25915e-06
-3.93663e-05,-2.35507e-05
-1.57373e-05,-4.23573e-05
1.37315e-05,-4.11886e-05
3.44114e-05,-2.15192e-05
5.59803e-05,1.07998e-05
3.41553e-05,4.4064e-05
-4.40495e-06,5.33325e-05
-3.80374e-05,3.34362e-05
-4.75039e-05,-3.56531e-06
-2.80552e-05,-3.52562e-05
7.37084e-06,-4.27162e-05
3.62994e-05,-2.23969e-05
4.10382e-05,1.19196e-05
1.96539e-05,3.83604e-05
-1.35654e-05,4.10605e-05
-3.80152e-05,1.96583e-05
-3.99508e-05,-1.17043e-05
-2.01406e-05,-3.43587e-05
8.30637e-06,-3.67099e-05
2.96025e-05,-2.01679e-05
4.69713e-06,-2.97913e-05
1.70507e-05,-1.71207e-05
1.71253e-05,-3.03845e-06
9.37718e-06,3.86556e-06
2.50755e-06,1.68799e-06
2.91364e-06,-4.2602e-06
1.01845e-05,-6.01329e-06
1.77453e-05,8.22584e-07
1.79673e-05,1.36944e-05
7.89738e-06,2.48796e-05
-8.50862e-06,2.69058e-05
-2.30331e-05,1.75926e-05
-2.85304e-05,1.24407e-06
-2.30554e-05,-1.44366e-05
-1.02059e-05,-2.30866e-05
3.46448e-06,-2.28022e-05
-7.96251e-06,-3.64713e-05
1.62944e-05,-3.5608e-05
3.5042e-05,-1.89566e-05
3.87342e-05,5.87456e-06
2.59155e-05,2.65252e-05
4.27388e-06,3.33377e-05
-1.43233e-05,2.51515e-05
-2.1436e-05,9.35174e-06
-1.69118e-05,-3.77727e-06
-7.68414e-06,-8.15947e-06
-1.75195e-06,-5.29883e-06
-2.1024e-06,-1.73474e-06
-5.14863e-06,-2.92976e-06
-4.58609e-06,-8.55671e-06
2.65157e-06,-1.28339e-05
1.33373e-05,-9.12137e-06
-1.25262e-05,-2.19374e-05
5.07062e-06,-2.25403e-05
1.71583e-05,-1.0089e-05
1.51481e-05,6.82349e-06
1.9353e-07,1.5283e-05
-1.63433e-05,7.46246e-06
-2.03303e-05,-1.26553e-05
-5.33352e-06,-3.08219e-05
2.1604e-05,-3.1986e-05
4.36083e-05,-1.12259e-05
4.49982e-05,2.17848e-05
2.20991e-05,4.83226e-05
-1.37811e-05,5.25371e-05
-4.33067e-05,3.15707e-05
-5.11318e-05,-2.90566e-06
-3.46565e-05,-3.27637e-05
6.88633e-06,-2.35989e-05
1.94947e-05,-1.20679e-05
2.05627e-05,4.69059e-06
9.45509e-06,1.70127e-05
-7.19071e-06,1.72209e-05
-1.87594e-05,4.59537e-06
-1.69301e-05,-1.3418e-05
-1.2377e-06,-2.51e-05
1.98234e-05,-2.15299e-05
3.33506e-05,-2.53666e-06
2.97403e-05,2.24529e-05
8.79545e-06,3.94979e-05
-1.96576e-05,3.81817e-05
-4.10783e-05,1.76925e-05
-4.41657e-05,-1.26394e-05
-2.71644e-05,-3.82655e-05
